,id,year,rating,votes
650,650,2017,8.5,7938
651,651,2017,8.5,67
652,652,1994,8.5,17
653,653,2016,8.5,489
654,654,2017,8.5,7236
655,655,2020,8.5,30853
656,656,2015,8.5,65
657,657,2013,8.5,122
658,658,2017,8.5,1949
659,659,2017,8.5,3968
660,660,2019,8.5,11521
661,661,2013,8.5,6
662,662,2016,8.5,1126
663,663,1991,8.5,17
664,664,2013,8.5,24
665,665,2016,8.5,12
666,666,2013,8.5,446
667,667,2017,8.5,20
668,668,2015,8.5,278
669,669,2007,8.5,381
670,670,1995,8.5,32
671,671,2015,8.5,179
672,672,2004,8.5,70
673,673,1999,8.5,10
674,674,1998,8.5,47
675,675,2002,8.5,335
676,676,2009,8.5,8
677,677,2014,8.5,505
678,678,2015,8.5,9424
679,679,2012,8.5,147
680,680,2001,8.5,21
681,681,2016,8.5,3776
682,682,2013,8.5,7
683,683,2013,8.5,119
684,684,2015,8.5,1819
685,685,1993,8.5,106
686,686,2013,8.5,2301
687,687,2014,8.5,2247
688,688,2014,8.5,1763
689,689,1998,8.5,82
690,690,2007,8.5,14
691,691,1999,8.5,34
692,692,2014,8.5,619
693,693,2012,8.5,29
694,694,2011,8.5,22
695,695,2004,8.5,85
696,696,2010,8.5,29
697,697,2006,8.5,948
698,698,2022,8.5,36
699,699,2008,8.5,51
700,700,2009,8.5,11030
701,701,2010,8.5,1873
702,702,2022,8.5,6
703,703,2011,8.5,89
704,704,2018,8.5,6
705,705,2010,8.5,90
706,706,2013,8.5,11
707,707,2016,8.5,6023
708,708,2010,8.5,2362
709,709,2021,8.5,6
710,710,2010,8.5,345
711,711,2009,8.5,511
712,712,2011,8.5,4715
713,713,2009,8.5,33
714,714,2010,8.5,110
715,715,2008,8.5,22
716,716,2021,8.5,73
717,717,2021,8.5,7
718,718,1992,8.5,36
719,719,2014,8.5,162
720,720,2009,8.5,146
721,721,2003,8.5,63
722,722,2019,8.5,15
723,723,2021,8.5,11
724,724,2014,8.5,10
725,725,2017,8.5,32
726,726,2016,8.5,8
727,727,2017,8.5,13
728,728,2011,8.5,8
729,729,2009,8.5,1112
730,730,2009,8.5,449
731,731,2022,8.5,251
732,732,2001,8.5,15
733,733,2007,8.5,86
734,734,2020,8.5,70
735,735,2017,8.5,58
